,user_id,location,username,description
2450,"[""1582457482718257153',""]","Carefree, AZ',",,"Twitter personality. Animal Lover. First class citizen. A woman on a mission. for bookings LatinaTalent@gmail.com',"
2451,"[""1247809673069121541',""]","Malacca, Malaisie',",,"we must continue',"
2452,"[""775321488484290560',""]"," India',",,"ॐ त्र्यम्बकं यजामहे सुगन्धिं पुष्टिवर्धनम्\u200c।\nउर्वारुकमिव बन्धनान्मृत्योर्मुक्षीय माऽमृतात्\u200c॥\n\nहर हर महादेव 🙏',"
2453,"[""1032182087015645184',""]",,,"A songwriter & singer,prospective politician,supporter of true democracy,open minded fellow who say things they way it is',"
2454,"[""1470573099905167362',""]",,,"🦬 I WORK with/support AZA zoos,aquariums etc. Zoology student 🐃 | he/him | 22 | Tweets are my opinion. Made acct. to quash anti-zoo rhetoric',"
2455,"[""1587019409717329920',""]",,,"Minting #NFT as Mosaics of Good. Your Proof of Good Person (PGP) for #Metaverse and IRL. #Climateaction is sexy, get a Jerri and get some. ??#JerriNFT',"
2456,"[""2885363086',""]",,,"',"
2457,"[""710811752',""]",,,"power Engineer',"
2458,"[""1552845567558041601',""]",,,"',"
2459,"[""1571783576261197825',""]",,,"',"
2460,"[""1248024520167952384',""]",,,"For the love of Umu Chineke',"
2461,"[""1369624971006328833',""]",,,"',"
2462,"[""1426154095186960391',""]",,,"',"
2463,"[""1541713320511541251',""]",,,"#Against #unconstitutional #Waqfboard .',"
2464,"[""2603731567',""]",,,"I`m a Biafran, campaigning against the killings of Biafrans by Nigeria terrorist sponsored gov. #StopBiafrakillings #BiafraReferendumnow #FreeMNK #FreeIPOB.',"
2465,"[""1331574247429378048',""]","she/they | 19',",,"#LEIA: is this a staring contest?',"
2466,"[""262925222',""]",,,id':
2467,"[""1362085958154391565',""]",,,"Unrepentant Biafran',"
2468,"[""3303845359',""]","∞',",,"Individually the sum of our collective experience. Defined by the questions we choose to answer. We are just pieces of the puzzle trying to see the picture',"
2469,"[""918376871892459520',""]","Somewhere in Sea.',",,"तानाशाह हारते नहीं उनकी छाती पर पैर रख कर उन्हें हटाया जाता  है',"
2470,"[""967739788643196928',""]","Republic Of Biafra',",,"JESUS CHRIST IS LORD #BiafraPatriot',"
2471,"[""18634644',""]","Hunters Creek, FL',",,"#billsmafia',"
2472,"[""1394959355964010496',""]",,,"',"
2473,"[""1208978765826666498',""]","Benin-City, Nigeria',",,"been a good  person',"
2474,"[""901566562775298048',""]",,,"',"
2475,"[""227931282',""]","Durham, NC',",,id':
2476,"[""1553980367991754752',""]","USA',",,"#Trading + Socks',"
2477,"[""1322276496',""]","Россия',",,"Васян. Слежу за ангелоподобным хомяком\nUsed for work. I rarely write tweets',"
2478,"[""1378627961671221250',""]",,,"Life is an attempt to see GOD.\nTera Tujh Ko Arpan Kya Lage https://t.co/FlaLuJfBIA with a feeling that everything here belongs to GOD and we are here on a Godly duty .',"
2479,"[""74174369',""]",washington dc,,"video production',"
2480,"[""887495824267251713',""]","they/he/it+any neos',",,"gaywad \n❧ matching with @SlurpingSlugs my beloved ❧',"
2481,"[""1552818518478860288',""]",,,"',"
2482,"[""1529574465092591616',""]",,,"Proverbs 3:5-6',"
2483,"[""851924602775375873',""]","Reidsville, NC',",,"Just a normal guy',"
2484,"[""920853325012242433',""]",,,"Please view @FunkoShopAlert for all other alert services. This account is not owned or operated by Walmart or Funko',"
2485,"[""3434359527',""]","Roanoke, VA',",,id':
2486,"[""1540808100520656901',""]",verified': False},,"Loved and adored by Chris Murphy ✨ @PNWEngofdoom',"
2487,"[""1557596198894473216',""]",,,"',"
2488,"[""1354469494987472898',""]",,,"Proud Hindu, Proud Indian. Jai Hind. Jai Shree Ram. Jai Hanuman. #AkhandBharat #Bhagwa-jivi',"
2489,"[""2823365823',""]","London, England',",,"NO  selfies no pictures of meals just petitions for animals and the planet',"
2490,"[""1529492301776830464',""]","Mumbai, India',",,"#Original #Twitter #Account\n                  \n                🎥Journalist, Social🤝Activist, 🔍Founder Of Z3News, ✍️Commitee Member Byculla P🚨S!',"
2491,"[""1370702028125650945',""]","Kircubbin, Newtownards',",,"I want to live in a Society with mutual respect and hope where there is no need for barriers between neighbourhoods or aspirations. What we share we love.',"
2492,"[""1326100295483596800',""]","BOOBS',",,"Unbothered & Unmotivated 😑',"
2493,"[""189554997',""]","Bengaluru South, India',",,"',"
2494,"[""2280224390',""]"," Proxima Centauri',",,"Native🤴🏾 of Turtle Island 🐢 (US) Hupa/Natinixwe, Halo Competitor. Avionics and Electrical Engineer.',"
2495,"[""1031560902334664704',""]","2523 Avenue M Huntsville, TX',",,"The newest luxury student housing in Huntsville! Now leasing for 2022 - 2023! Instagram: Havenatm',"
2496,"[""1100800893241511937',""]",,,"',"
2497,"[""1329353774209458176',""]",,,"',"
2498,"[""841657421919617024',""]","Delaware, USA',",,"she/her • Caucasian (Irish/German/French heritage)• May 11 • 18+ only, MINORS DNI',"
2499,"[""1458092094371794946',""]",,,"',"
2500,"[""117584614',""]","Pardesi',",,":)',"
2501,"[""21233136',""]","Colorado Springs, Colo.',",,"Dedicated to the Southern Colorado community and passionate about telling your stories. 🏔 Connect with us here! 📷 IG: FOX21News',"
2502,"[""1909477267',""]","Northeast Ohio, USA',",,"“Bill” 🌈 Geographer. Information scientist. Zoo and aquarium supporter. Theme park enthusiast. Hockey fan. 🏳️\u200d🌈 (he/him)',"
2503,"[""1574684639003922432',""]",,,"',"
2504,"[""1582888518246105089',""]",,,"',"
2505,"[""1071135698835562496',""]",,,"',"
2506,"[""15035209',""]","Kaukauna, WI',",,"A Punjabi Midwesterner & Texan in my heart.  Now in Wisconsin.  \n \nSecretary/Treasurer -- DPW Environmental Caucus\nSecretary/Treasurer -- DPW AAPI Caucus',"
2507,"[""1580631564513337351',""]","biafra land',",,"never give up✊🏾',"
2508,"[""1491071433761603592',""]",Zoodles Island,,"2000 Zoodles coming to the cronos-chain founded by @NiFTereum and @Lords_of_cro. #crofam #defi https://t.co/Tl0d39tyLP',"
2509,"[""1131960602560274433',""]","Larkana, Pakistan',",,"ᴊɪʏᴀʟᴀ ʙʏ ʙɪʀᴛʜ الحمداللہ #ᴘᴘᴘ🇱🇾 𝐈𝐍𝐅𝐎𝐑𝐌𝐀𝐓𝐈𝐎𝐍 𝐒𝐄𝐂𝐑𝐄𝐓𝐀𝐑𝐘 𝐏𝐏𝐏 𝐏𝐒𝐅 (سپاف) 𝐂𝐈𝐓𝐘 𝐋𝐀𝐑𝐊𝐀𝐍𝐎',"
2510,"[""1406331607414419459',""]",,,"',"
2511,"[""790141513',""]","North Carolina, USA',",,"50-something news junkie 🗞️, history junkie 🌍, crazy cat lady 🐱, movie fanatic 🎬, I drink 🍷 and I know things 😊🚫DMs',"
2512,"[""1446757542923837441',""]","Tando Jam',",,"Proud Jiyala Of #SMBB\nMy Voice is #BBZ\nChairman #LZAC Deh #Hotki #TandoJam \nSenior Vice President #PYO Mc #TandoJam Disstt #Hyderabad\nI Love #PPP 🇱🇾',"
2513,"[""155617683',""]","Berlin',",,"Social Failure Expert + Urban Interspecific Correlator  + Finest Scientific Creator',"
2514,"[""1011690982344032256',""]","India',",,id':
2515,"[""1201160808249647104',""]",,,"La verità fa bene all’anima',"
2516,"[""1356978628328841224',""]",,,"uprightness',"
2517,"[""1213496811454779392',""]",Ludwigsburg,,"We are the official twitter page of the recently inaugurated zoo in Ludwigsburg. We will share every hour the funniest occurrences that happen at our zoo.',"
2518,"[""1530440190468435968',""]",,,"Making education awesome.',"
2519,"[""1205918131891396608',""]","Aws cloud',",,"test for aws cloud',"
2520,"[""2936186379',""]","black metal',",,"',"
2521,"[""1472701934104625157',""]",,,"Owned slave little She/her pansexual poly 22 Regress age 2-6',"
2522,"[""836066127419604992',""]","San Francisco, CA',",,"',"
2523,"[""4846563767',""]",,,"personal ♓️☀️♏️🌑♌️🌅',"
2524,"[""518860835',""]",México,,"Vagabundo sin corazón, que gusta principalmente de la Música, Fotografía, Arte, Colores y la Noche...',"
2525,"[""1513720740742320132',""]",,,"【甜蜜制造包养平台 客服微信yangogouei】',"
2526,"[""1596274487925907457',""]",,,"',"
2527,"[""1507207711951400964',""]",,,"',"
2528,"[""2234901265',""]",nothingtoloseCt.,,"Think twice, speak once. Lover of practical elegance. Molon Labe',"
2529,"[""1122373394',""]",,,"',"
2530,"[""98907814',""]","Upper Left, USA',",,"Walked away from GOP after 43 yrs.  I vote blue to save America.  My mouth is rated R.  Get over it.  And Sissy was my Pug that died.  #BlueCrew #MAGAIsOver',"
2531,"[""1320946704733118465',""]",,,"FreedomZone, one inch at a time.',"
2532,"[""1462297076390408193',""]",,,"NNWA BIAFRA',"
2533,"[""1581074476057661440',""]",,,id':
2534,"[""933192332236619777',""]","Land of No Lies',",,"एक तेरा कदम, एक मेरा कदम,\nसाथ चले तो जुड़ जाए वतन।\n\n#भारत_जोड़ो_यात्रा',"
2535,"[""1577898933870886914',""]","Lagos, Nigeria',",,"Cryptologic',"
2536,"[""1405923344340357124',""]",,,"',"
2537,"[""1595789386888744962',""]","Uganda',",,"Yup',"
2538,"[""1113350133805088768',""]","Global',",,"Antifascist.. .\n\n┏┓\n┃┃╱╲  in\n┃╱╱╲╲  this\n╱╱╭╮╲╲  house\n▔▏┗┛▕▔   we love\n╱▔▔▔▔▔▔▔▔▔▔╲\n\nThe Sussexes\n\n#SussexSquad \n\nViews my own -Elizabeth\n 💙🌱🌍🌹🕷️🌹🌍🌱💙',"
2539,"[""1574079843821649927',""]","Texas, USA',",TarshaSherelle'},"💍 soon to be 🥰.                            LSU 💛💜🐅IG- lovetarsha.2 I’m only here to talk to the air ..nothing more 😉',"
2540,"[""16168622',""]","Calgary, Alberta',",Tokenn'},"verified': False,"
2541,"[""1530174841978077185',""]",,ShreFeven'},"📢ድምፂ ውፅዕ ህዝበይ😢\n\nኣደይ ዓለመይ 🌎❤️\nትግራይ ሃገረይ🏖💛',"
2542,"[""1444866509902426112',""]","Overland Park, KS',",Williams_F1_USA'},"Official USA Williams Racing Fanpage with Memes and News about Williams AA23 NL6 JC55 LS6 ZO26',"
2543,"[""1590314768677617666',""]","Tigray📍',",RosieRo9682274'},"ኣጆኺ ትግራይ አደይ 😔እስመ ኣልቦ ነገር ዘይሳኣኖ ለእግዚአብሔር 🙏',"
2544,"[""1584116725288771585',""]",,RenesheiaMuzzy'},"regret from the mistakes',"
2545,"[""65779779',""]",,reyboomer'},"',"
2546,"[""1426206742908739589',""]",,TigrayM16'},"ኣደይን ዓደይን ፅባሕ ዝበርቅ ብስራት ኣሎ!🌅 ፅንዓት ንዘይተርፍ ዓወት!!🔥💊#TigrayGenocide. #EritreaOutOfTigray. #StopWarOnTigray #TigrayFamine.\n\n#Free_The_Tigray_Of_Peoples 🚫',"
2547,"[""1270648260277960704',""]","London / Surrey',",BrooklynDon6'},"Transplanted Europhile New Yorker. Loves travels with my daughter in Europe, baseball and AFC Wimbledon (as a Dons Trust founder member).',"
2548,"[""1385252436009361409',""]","gringolandia',",bromelads'},"31 she/they || bi brown mestiza 🇨🇴diaspora || OFMD Hannibal 🦀⚔️🐢 || header by @Andrea_C_White❤️ I block anyone under 18 on here. My open acct is @BromeIiads',"
2549,"[""1464872387921338371',""]",,IndirectUltima'},"Heir of Blood | #1 Springtrap Ambassador',"
2550,"[""29193190',""]","👻perdina',",Peeerrrrrr'},"I am tired of people liking the idea of me but then not knowing what to do with me because they are not used to it.',"
2551,"[""1476262152566558724',""]",,Penelop92358883'},"Truth Seeker. Windmill blades are not recyclable, neither are electric batteries, or solar panels. https://t.co/KxP0zEIQvV…',"
2552,"[""2503035837',""]","Jamaica',",2k22hypocrite'},"𝐖𝐫𝐢𝐭𝐞𝐫 • 𝐏𝐨𝐞𝐭 • 𝐅𝐚𝐢𝐭𝐡 ☀️• 🇯🇲',"
2553,"[""1587542964322041857',""]",,AprilVi00097347'},"we hope doing well in exam',"
2554,"[""16826443',""]","proudly pagan',",dlacuadra'},"Even if no one knows what ÜR going to do or will ever find out Still Ü do what Ü believe in ÚR heart is right an stand for it even if it means standing alone',"
2555,"[""1583922400927707136',""]",,TinaOrt28690691'},"what are youoing here',"
2556,"[""1587818990315143168',""]",,AnnaHar36642805'},"we hope doing well in exam',"
2557,"[""1325330819586600960',""]",,Pailon17'},"jujaism 🤟🤞\nJust kidding 😂😜\nman a god❗🎯 great environmentalist🥳🌴',"
2558,"[""1304920070666084352',""]",,raebu_'},"17| local elf enthusiast',"
2559,"[""971380581882884096',""]","icon by @foples',",blondadonis'},"24 — he/they — white — i draw — don’t interact if you’re an inc3st/ped0 freak — nsfw acct: @nsfwadonis',"
2560,"[""3151598514',""]","Kolkata, India',",tweet_toakash'},"জয় বঙ্গভূমি ❤️',"
2561,"[""2710802621',""]","Wales',",Paramaethu'},"Paramaethu Cymru is the Welsh Permaculture Association working group, aiming to promote, inspire and connect permaculture practice in Wales.',"
2562,"[""1424742510342115330',""]",,ionachap'},"This is the Twitter Account for Chaplaincy at Iona CSS',"
2563,"[""974549173839147009',""]",,Piyawt_real'},"',"
2564,"[""37697926',""]",st. somewhere,hipsterhalfling'},"leo/taurus/aquarius :: type Nine :: apparently my tweets leave those who read them confused+awed. she/her for those that care',"
2565,"[""904180764920741888',""]","North Carolina, USA',",DecotheCat'},"Meow. I’m a cat. #Swiftie',"
2566,"[""547342905',""]",,JustKVB'},"Christian. Liberal. Resister. Vaxxed, Relaxed, & Wearing Slacks. She/Her #BLM #Antiracist #LGBTQAlly',"
2567,"[""1497190217182232579',""]","Planet Earth',",liebniiz'},"',"
2568,"[""1239263987717586945',""]","Inside the Cave. 🌴🌴',",Godwincy_'},"verified': False,"
2569,"[""1546598041746132993',""]",,_bbytorch'},"my inner world, my reign of terror. IG: bbytorch #LibraDiva',"
2570,"[""1127007551734861830',""]","17 🇺🇸🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇩🇪white',",poorhonestghost'},"panda/aspen/rudy | he/it+ | beekeeper | entomologist | ❤️ @pothosrays @mothballers | cw arthropod content ahead',"
2571,"[""339308159',""]",Hallowell ME,plushbunnygore'},"Wish I was a better..... everything\nCash Ap Venmo PayPal\n@plushbunnygore https://t.co/4SCG2D3b17\n#mutualaidrequest #crowdfunding  #emergency #mutualaid',"
2572,"[""191044973',""]","Minnesota',",whtabtpineapple'},"verified': False,"
2573,"[""1261490457315438592',""]",,Masterful_Tart'},"A tart looking for Wonderful artist to support!\nsome say wholesome and I agree 🎉',"
2574,"[""364636495',""]","New South Wales, Australia',",phalice_'},"i just really like pinnipeds',"
2575,"[""1230923775786573824',""]","Lagos, Nigeria',",doyindodoo'},"Living My Life Like It’s Golden ⭐️⭐️⭐️ ⭐️',"
2576,"[""1581389859532390402',""]",,osbaldo8d'},"',"
2577,"[""1392277811973410816',""]",,byrons_bear'},"',"
2578,"[""1358690008517865473',""]","California, USA',",sweetmvya'},"based on a true story ✨',"
2579,"[""1176724585221251072',""]",,Becka73266384'},"✍',"
2580,"[""1430580549987487748',""]",she | her   ,mixpawat'},"verified': False,"
2581,"[""1059345084909568000',""]","Brasília, Brasil',",resilientmarc'},"the more that I say, the less you know',"
2582,"[""1936853149',""]","london',",KirstyAkira'},"Insta : KirstyAkira',"
2583,"[""1113438232686022656',""]","Where the data is',",Ochanyo_'},"Data x Product | Health x Tech | Digital Systems Product Manager | A teachable Spirit ✍🏾',"
2584,"[""67626292',""]","Canton, GA via Tuscaloosa, AL',",WiLDPalazzo'},"#Writer #Insomniac #Cancer 🥋#RollTide #PaintLife  #Broadcaster #Splatoon2 #salmonrun \n\nWatch my content at https://t.co/gcpVaPrXZr',"
2585,"[""1064194423',""]",,JUUUICCYJ'},"rip pops',"
2586,"[""4575889238',""]",,uvU7VecpHitQE87'},"',"
2587,"[""348183090',""]","856',",kevin_depre'},"KDH 🍭Snapchat: random_mind11',"
2588,"[""1523327167522045953',""]",✰ S/HER ; O4,woofiesc'},"✦ ` 彼は私の好きな人です ☆ #박정우 🎀 \U0001fae7 💎 〜 私は彼をとても愛しています ‹𝟹 O1O4즈  ？！(๑˃̵ᴗ˂̵)',"
2589,"[""1542920818799382534',""]",,Tukaa78137691'},"Baddd',"
2590,"[""95306199',""]","Canowindra Australia',",bushgoddess'},"Advocating for Fair Australia with conversations, designing, sharing and leading by example.',"
2591,"[""3345692049',""]",,adamsog94'},"AT.LONG.LAST . bury me in the stretford end',"
2592,"[""1307937517711228929',""]","Puget Sound, USA',",BarronBeauxArts'},"verified': False,"
2593,"[""1276520088858955777',""]","Ohio, USA',",Prince7Dj31'},"♌️An AEW&WWE fan. Xbox #GT AwfulGrim Bonez Psn: Awfulgrimbonez #Bungie AwfulGRIM BONEZ#1587',"
2594,"[""1396793674298707968',""]","s',",aetraaa0'},"0 time bcx champion | priv: @aetra0',"
2595,"[""1040735072465440768',""]",they!she 19,kent0ie'},"i love w6yv',"
2596,"[""1533290382921936896',""]","Certified pendeja\U0001fae1',",LxcyLicious_'},"',"
2597,"[""1587740533220597761',""]",,Kristin11279965'},"what are youoing here',"
2598,"[""174771244',""]","Land of Promise',",nuancedthought'},"Book of Mormonist - Biblical Themist -  Helaman 10 and Alma 1 - Pioneer stock - 5th generation rancher - thee/thou',"
2599,"[""1587425894288834560',""]",,KatieEn72993094'},"we hope doing well in exam',"
2600,"[""975850201780023297',""]","Nigeria',",musamannir_'},"verified': False,"
2601,"[""1525833754148753408',""]",,Damaris51488639'},"开云体育 https://t.co/eN9bmLIaRX 火狐体育 https://t.co/sTHS0wb5RK',"
2602,"[""2551330513',""]","Austin, TX',",EdwardEvilap'},"Anti Ted Cruz, Anti Greg Abbott, Anti Ken Paxton, Anti-Fascist, Ban All Assault Weapons, Beto For Texas, Vote Blue \nP.S. DO NOT Direct Message Me',"
2603,"[""1431987990704889858',""]","Orlando, FL',",MarcellusPears3'},"Newark NJ Born & Raised /Florida Resident',"
2604,"[""2573602166',""]",,Remi_Rogers'},"Queer feminist nerd with a passion for birds. RVT. Pedro Pascal liked one of my tweets one time. *If the sun will rise even one more time, so will I.*',"
2605,"[""1562207429097836545',""]",,ChampagnePhilll'},"',"
2606,0,"Desktop',",id_lokergo'},"Info Loker',"
2607,"[""1577766661586882580',""]","USA',",regenerfarmtive'},"Less impact and more bio #regenerativeagriculture #permaculture',"
2608,"[""1497124692217446400',""]",,TsgeBrhane3'},"Proud to  be Tigraweytiy 💊💪',"
2609,"[""205845020',""]","Toronto',",marciwarhaft'},"Author of “The Good Stripper: A Soccer Mom’s Memoir of Lies, Loss and Lap Dances” on Amazon/Audible. Resiliency Rebel. 🌈',"
2610,"[""1437166329761386497',""]",,Rhodahmi'},"Business Woman/Rhodes Food🥰/FISH FARMER😍/IG handle:Rhodahmi/TikTok Handle:Rhodahmi/Send your order https://t.co/myCI8huECD @rhodes_food',"
2611,"[""34782531',""]","Honolulu, Hawaii',",khvh'},"Hawaii’s NewsRadio 830 KHVH • The Rick Hamada Program: Weekdays 6AM-10AM • Live Stream: https://t.co/BFWPuN89Kz • https://t.co/wsHGrCcOdU',"
2612,"[""2894657966',""]","Earth',",henceofalltrade'},"CompSci, Investment Management, #Bitcoin',"
2613,"[""1570234981728878593',""]",,BessGrey3'},"小仙女，可甜，可欲，素质，屌丝嘴炮勿扰，素质+QQ：1106659583',"
2614,"[""1338510628147912709',""]","Park Forest, IL',",sadesigmoyne'},"28 | 🌑🌒🌓🌔🌕🌖🌗🌘 | Selenophile (n.) a person who loves the moon',"
2615,"[""216089656',""]","California, USA',",Treg_Buckner'},"Embrace your place.',"
2616,"[""1461400144285425668',""]",,Chris6700001'},"Former Conservative Party voter.',"
2617,"[""1519865287205695493',""]","Trinity, FL',",tamara7958'},"',"
2618,"[""1246109849345294336',""]","Kumasi, Ghana',",STEVE_phlint'},"|GOD|@realmadrid|@cristiano| |KNUST🏤| …identified a theory to fooling 🙂🇬🇭',"
2619,"[""917843257987665920',""]","Fort Lauderdale, FL',",Detoxdayspa'},"🩸Certified Dried & Live Blood Analyst 💥 Full-body Detox Modalities Specialist 🥗 Highly-rated Virtual Detox & Nutrition Coach 🧬 DNA Swab for MTHFR',"
2620,"[""612137401',""]","Buenos Aires, Argentina',",JuaanpiG'},"Founder @liberte_ar 🕊',"
2621,"[""1370332216593674241',""]",,Hadi90043153'},"',"
2622,"[""464202793',""]","Texas',",FrigginKenya'},"tallest midget | educated 2x pvamu/shsu',"
2623,"[""1052576910138593280',""]","Anarchist Jurisdiction of PDX',",rhearobynaugust'},"they/them • Herbal Educator, Holistic Health Coach, Writer, Reiki Master • a mix between an old lady & James Dean',"
2624,"[""1584129607975911425',""]",,KathySt91491728'},"regret from the mistakes',"
2625,"[""1587578718717083648',""]",,Daniell63672885'},"the same items frm here',"
2626,"[""1274533719106301952',""]","West Philippine Sea',",huutigs'},"Self-learning philosophy and art | rip Jean-Luc Godard',"
2627,"[""3031129547',""]","In The Cloud',",elmensmag'},"verified': False,"
2628,"[""47843168',""]","Colorado, USA',",quickbear'},"If this is paradise, I wish I had a lawnmower...',"
2629,"[""3019209476',""]",,EnnaAliena'},"',"
2630,"[""1030067352682070017',""]","Northern Ireland',",LisaTMSA'},"Trainer | Consultant | Public Speaker. Trauma, Suicide, Self-Harm, MH & Wellbeing. Remembering our common humanity! Creating Change! View my website: link below',"
2631,"[""1092838475458596864',""]","he/him',",zimzalaboo'},"K-Pop Fan-Account for my Queens and Kings. 🖤\n𝔅𝔦𝔯𝔱𝔥𝔡𝔞𝔶',"
2632,"[""1043423847708590081',""]",,HustusMichael'},"➖➖\n""Wolves don\'t kill Unlucky Deer... They kill the Weak Ones""\n➖➖',"
2633,"[""326898960',""]",,capitalDIVA'},"verified': False,"
2634,"[""1563546714648514560',""]",,ntigrayi12'},"',"
2635,"[""131006907',""]",she/her'},"abernothing',","comedian in bio (🕺 ⬅️ that’s him)',"
2636,"[""837330509353136128',""]","Tuscany, Italy'}","GianniJ08',","Arte&Cultura',"
2637,"[""592563987',""]",,"429Steven',",wagyu from Arby’s is crazy'}
2638,"[""1343505694713139204',""]",,"Shabbirwargama2',",This Is My 2nd Account My Old Account (ShabbirWargama1)is Tamporarily Disabled'}
2639,"[""1384857673523412995',""]","Karachi, Pakistan'}","Jawadkhan3330',","Political Activities/My leader #SMBB    #Jiyala #PPP #Bilawalbhuttozardari  #Social #Media #Activist #TeamMurtazaWahab #PakistanZindabad  #Whatsap03162244810',"
2640,"[""30312117',""]",Central Illinois'},"KarenRabbitt',","Jesus Follower. Author and Speaker. Retired psychotherapist. Writing: Today’s Christian Woman. Memoir, Trading Fathers. Weekly Sunday Psalms.',"
2641,"[""744672403',""]",,"evanswairi',",تناء بدءه ذنب التداني من المسروق من حور الجن'}
2642,"[""434804757',""]",,"sandispenzholic',",عيني جودا علي حبيبكما بالسجل فالسجل من صبيبك'}
2643,"[""1021396640',""]",,"ellestarr16',",من انين الحضارات اقبلت منكسرا وحشة العشب تجرح'}
2644,"[""1381502063100764160',""]",,"Chappy29177019',",Football fan'}
2645,"[""1639727750',""]","Atlanta, GA'}","C_Staxxz',","📍ATL - FL | INTERIOR DESIGNER - 2D/3D | https://t.co/OgGfucfU4g | #IDESIGNSPACES Contact Me',"
2646,"[""2218432902',""]","London, UK'}","CoverCouch',",location':
2647,"[""1507411352943734784',""]","Bihar, India'}","factofgaysxl',","warning 18+adult content.this @lustyage. co product the world femous toy seller 48 hrs',"
2648,"[""506065984',""]",Madrid'},"nemoncio',","Es muy difícil hacer predicciones, sobre todo si son sobre el futuro',"
2649,"[""1571949318000574464',""]",Sweden'},"peeezt18',","',"
2650,"[""4709716753',""]",,"hameed07167396',",'}
2651,"[""1331658799569104897',""]",,"ArletteSayaka',",'}
2652,"[""1101485903518859264',""]","Mandi Bahauddin, Pakistan'}","KsRehmani',","',"
2653,"[""1167932707881541632',""]","Staten Island, NY'}","Janice8302',","Birthday 🎂 August 30th.',"
2654,"[""1394032499446140933',""]","Brno, Česká republika'}","Norecek1',",location':
2655,"[""361226961',""]",,"CalculoErgoZum',",'}
2656,"[""185187473',""]","Auckland, New Zealand'}","kyoshao',","kyos#2643',"
2657,"[""1467572088496013314',""]","Sedona,AZ'}","RjWachal',",location':
2658,"[""2322615734',""]","Ottawa, Ontario'}","john44blues',","🇨🇦,Golf 🏌️\u200d♂️, Sens, Habs, 🔴⚫️Redblacks, 67s, MLB Dodgers,Jays, Expos & Music 🎸🎛🎶',"
2659,"[""492022692',""]","Harrisburg,  Pennsylvania'}","justwinbaby03',","Love comic books and the Raider Nation',"
2660,"[""706297852268515329',""]",United States'},"EkbMary',","🔶No LISTS 📝please!',"
2661,"[""1587907656374796289',""]",,"ivyleaguedreams',",'}
2662,"[""1384509702961201152',""]",,"Bobbiejohn20',",Goat Tender. Kids Be Kids.'}
2663,"[""3094491626',""]","Falls Church, VA 22041'}","BLM_ES',","The Bureau of Land Management - Eastern States manages 31 states east of and bordering the Mississippi River. Guardians of the Past, Stewards for the Future.',"
2664,"[""797806917590614016',""]",United Kingdom of North Korea'},"FortressHidden',","Vive la République Écossaise!',"
2665,"[""1126011618',""]",,"Uroosa_Salman',","Down2earth, self motivated, patient n responsible. Love Trendy Clothes, Unique Ppl, Entertainment, Traveling, Cooking..I can change my view via logical argument'}"
2666,"[""377706467',""]",,"TheCaramelD',",Uncut gem'}
2667,"[""1216370664350703616',""]",,"8008Kou',",🆕PSID.kou_no15🆕'}
2668,"[""869483598684053504',""]",,"Kiarash40272592',",'}
2669,"[""2343862278',""]","Queens, NY'}","deadlabrat',","Ky they/them                                                                                           music ‡ art ‡ science',"
2670,"[""939901806074912770',""]",📍Islamabad /Chilas /Gilgit,"IshaqUllah13',","Studying Governance and Public Policies  at NDU Islamabad .\n#Poetry #ReadingBooks  #Politics .\nHave to Work As Economic HitMan For 🇵🇰 😋',"
2671,"[""2964250636',""]",,"aries0321670691',","A Free Spirited Idealist .. I Believe in Character, not Reputation I Believe in the Power of Love'}"
2672,"[""1060951641241702403',""]",pdx'},"prkr1111',","♊︎☀️♍︎🌙♈︎↗️ 23 insta: prkr111',"
2673,"[""1449739335771824129',""]",Planet Earth'},"CoinMonsterJay',","Check me out on rarible and opensea..\n@CoinMonsterJay',"
2674,"[""1438296702209826818',""]",,"tesla_inventory',","Follow and get notified for new Tesla inventory vehicles. If link doesn’t work, the vehicle is not available. Click bell icon to enable real-time notifications.'}"
2675,"[""723988028612440065',""]",ญี่ปุ่น'},"KPeeraya',","🌙🐹⭐️รักBTS(บังทันโซยอนดัน)คิมซอกจินKimSeokJINคือความรักความสดใสความสุขของฉัน(J-Hopeเจโฮบคนตกเข้าด้อมจองกุกJKคือความน่ารัก)พี่จินคือทุกอย่างในชีวิต',"
2676,"[""1433396218504306690',""]",,"Camperlifeco',",Here you can find everything you need to know about going into the wild and having the best camper life adventure.'}
2677,"[""1266120752253804544',""]",France'},"LiFetMet',","',"
2678,"[""1469632044863045632',""]","Sahiwal, Pakistan'}","kamijuttsmt',","https://t.co/yMHeBcBDfa  \nhttps://t.co/VvifvwjFeE\n\nاللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنّا',"
2679,"[""1115031471037779968',""]",Flying high'},"_anaL17',","🍜🍜',"
2680,"[""2271066648',""]","Denver, CO'}","jjxxbttt',","',"
2681,"[""1457427405975523332',""]",,"__Sapientem__',",ENOUGH is ENOUGH'}
2682,"[""1245069918',""]","Minnesota, USA'}","ZainabSirad',","Independent consultant/writer/poet/ analyst. Founder & ED Somali Gender Equity Mvmt-SGEM #EquityRightsJusticePeacebldgAdvocate +energy & inspiration💚Travel',"
2683,"[""1162625238',""]",Karachi'},"MehboobHassann',","Lifelong learner. Optimist.\nRTs≠Endorsements',"
